         2462365 function calls (2435072 primitive calls) in 2.872 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 _monitor.py:98(report)
        1    0.000    0.000    0.000    0.000 csr.py:20(csr_matrix)
        1    0.000    0.000    0.000    0.000 legendre.py:1613(Legendre)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        1    0.000    0.000    0.002    0.002 std.py:79(__init__)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:20(binom_gen)
        1    0.000    0.000    0.000    0.000 tasks.py:98(Task)
       14    0.000    0.000    0.000    0.000 tableau.py:36(<genexpr>)
        1    0.000    0.000    0.000    0.000 tempdir.py:1(<module>)
        1    0.000    0.000    0.000    0.000 blocks.py:2127(DatetimeLikeBlockMixin)
        1    0.000    0.000    0.000    0.000 sysconfig.py:195(joinuser)
        1    0.000    0.000    0.000    0.000 structuralholes.py:9(<module>)
        1    0.000    0.000    0.000    0.000 manager.py:512(AsyncKernelManager)
        1    0.000    0.000    0.000    0.000 classes.py:722(Name)
        1    0.000    0.000    0.000    0.000 fuzzy_completer.py:17(FuzzyCompleter)
        1    0.000    0.000    0.000    0.000 utils.py:2005(suppress_warnings)
        1    0.000    0.000    0.000    0.000 pathlib.py:136(<setcomp>)
        1    0.000    0.000    0.000    0.000 calendar.py:148(Calendar)
        1    0.000    0.000    0.000    0.000 __about__.py:4(<module>)
        1    0.000    0.000    0.000    0.000 depth_first_search.py:12(<module>)
        1    0.000    0.000    0.619    0.619 data_structure.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:9(Gcf)
        1    0.000    0.000    0.000    0.000 plistlib.py:379(_DumbXMLWriter)
        1    0.000    0.000    0.000    0.000 model.py:102(PrimitiveType)
        1    0.000    0.000    0.000    0.000 category.py:113(StrCategoryLocator)
        1    0.000    0.000    0.000    0.000 base.py:65(DynamicLexer)
        1    0.000    0.000    0.000    0.000 utils.py:110(DummyContext)
        1    0.000    0.000    0.000    0.000 pydoc.py:1073(TextDoc)
        2    0.000    0.000    0.000    0.000 tokenize.py:64(group)
        1    0.000    0.000    0.000    0.000 _monitor.py:14(TMonitor)
        1    0.000    0.000    0.000    0.000 colors.py:699(LinearSegmentedColormap)
        4    0.000    0.000    0.000    0.000 timedeltas.py:53(_field_accessor)
        1    0.000    0.000    0.000    0.000 process.py:393(__init__)
        3    0.000    0.000    0.000    0.000 tokenize.py:319(read_or_stop)
        1    0.000    0.000    0.000    0.000 animation.py:789(HTMLWriter)
        1    0.000    0.000    0.000    0.000 mathtext.py:379(Fonts)
        1    0.000    0.000    0.000    0.000 _factories.py:8(_TzSingleton)
        3    0.000    0.000    0.000    0.000 interval.py:1147(_setop)
        1    0.000    0.000    0.000    0.000 processors.py:771(ReverseSearchProcessor)
       16    0.000    0.000    0.000    0.000 pyparsing.py:495(__getitem__)
        4    0.000    0.000    0.000    0.000 rcsetup.py:489(_update_savefig_format)
        1    0.000    0.000    0.000    0.000 _xlrd.py:10(_XlrdReader)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.001    0.001 __init__.py:441(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1366(TreeBuilder)
        8    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 triangulation.py:5(Complex)
        1    0.000    0.000    0.000    0.000 menus.py:667(_SelectedCompletionMetaControl)
        1    0.000    0.000    0.000    0.000 pickleshare.py:286(PickleShareLink)
        1    0.000    0.000    0.000    0.000 mathtext.py:1413(Vbox)
        1    0.000    0.000    0.000    0.000 containers.py:187(HorizontalAlign)
        1    0.000    0.000    0.000    0.000 merge.py:1523(_AsOfMerge)
        1    0.000    0.000    0.000    0.000 topics.py:3(<module>)
        1    0.000    0.000    0.001    0.001 _multivariate.py:2460(__init__)
        1    0.000    0.000    0.000    0.000 planar_drawing.py:1(<module>)
        2    0.000    0.000    0.000    0.000 subprocess.py:1074(wait)
        1    0.000    0.000    0.000    0.000 widget_bool.py:73(Valid)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2485(FigureManagerBase)
        2    0.000    0.000    0.000    0.000 six.py:840(with_metaclass)
       16    0.000    0.000    0.000    0.000 six.py:75(_add_doc)
        1    0.000    0.000    0.000    0.000 errors.py:139(_Context)
        2    0.000    0.000    0.000    0.000 {built-in method sys._current_frames}
        1    0.000    0.000    0.000    0.000 _optional.py:47(import_optional_dependency)
        1    0.000    0.000    0.000    0.000 _cm.py:66(cubehelix)
        1    0.000    0.000    0.000    0.000 selectors.py:206(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 centrality.py:10(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3136(ToolContainerBase)
        1    0.000    0.000    0.000    0.000 rk.py:184(RK23)
        1    0.000    0.000    0.000    0.000 display.py:1095(Image)
        1    0.000    0.000    0.000    0.000 base.py:84(DefineGenericBase)
        1    0.000    0.000    0.000    0.000 streams.py:390(StreamReader)
        1    0.000    0.000    0.000    0.000 __init__.py:4357(PanedWindow)
        1    0.000    0.000    0.000    0.000 mixed.py:29(MixedObject)
        1    0.000    0.000    0.000    0.000 scientific.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bz2.py:30(BZ2File)
        1    0.000    0.000    0.000    0.000 generics.py:38(LazyGenericManager)
        3    0.000    0.000    0.000    0.000 series.py:104(_coerce_method)
        6    0.000    0.000    0.000    0.000 nanops.py:83(__init__)
        1    0.000    0.000    0.000    0.000 vi_state.py:17(InputMode)
        1    0.000    0.000    0.023    0.023 core.py:156(load_base_library)
        8    0.000    0.000    0.000    0.000 relativedelta.py:13(<genexpr>)
       12    0.000    0.000    0.000    0.000 __init__.py:15(search_path)
        1    0.000    0.000    0.000    0.000 transforms.py:2669(TransformedPath)
        4    0.000    0.000    0.000    0.000 util.py:109(make_analysator)
        1    0.000    0.000    0.000    0.000 subprocess.py:18(SubprocessStreamProtocol)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:648(ToolTip)
        1    0.000    0.000    0.000    0.000 tz.py:1545(__init__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:5162(__init__)
        1    0.000    0.000    0.000    0.000 branchings.py:161(MultiDiGraph_EdgeKey)
        1    0.000    0.000    0.000    0.000 ticker.py:842(LogFormatter)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:315(LazyOperatorNormInfo)
        1    0.000    0.000    0.000    0.000 key_processor.py:34(KeyPress)
        2    0.000    0.000    0.000    0.000 types.py:79(resolve_bases)
        1    0.000    0.000    0.000    0.000 rrule.py:1110(_iterinfo)
        1    0.000    0.000    0.000    0.000 art3d.py:86(Text3D)
        1    0.000    0.000    0.000    0.000 display_trap.py:32(DisplayTrap)
        1    0.000    0.000    0.000    0.000 decoder.py:272(JSONDecoder)
        1    0.000    0.000    0.000    0.000 offsets.py:2260(FY5253Quarter)
        1    0.000    0.000    0.000    0.000 diverging.py:16(<dictcomp>)
        1    0.000    0.000    0.000    0.000 minidom.py:1282(DocumentType)
        5    0.000    0.000    0.000    0.000 pyparsing.py:4292(__init__)
        1    0.000    0.000    0.000    0.000 packaging.py:57(PackagingMagics)
        1    0.000    0.000    0.000    0.000 coroutines.py:18(_is_debug_mode)
        4    0.000    0.000    0.001    0.000 <decorator-gen-727>:1(needs_sqlite)
        1    0.000    0.000    0.000    0.000 encoder.py:136(__init__)
        1    0.000    0.000    0.000    0.000 bezier.py:168(BezierSegment)
        1    0.000    0.000    0.000    0.000 axis.py:400(XTick)
        1    0.000    0.000    0.000    0.000 __init__.py:552(__init__)
        1    0.000    0.000    0.000    0.000 runner.py:120(TextTestRunner)
        1    0.000    0.000    0.000    0.000 kdtree.py:185(KDTree)
        1    0.000    0.000    0.000    0.000 loader.py:49(ArgumentParser)
        4    0.000    0.000    0.000    0.000 threading.py:255(_release_save)
        3    0.000    0.000    0.000    0.000 session.py:118(<genexpr>)
        1    0.000    0.000    0.000    0.000 model.py:278(ConstPointerType)
        1    0.000    0.000    0.000    0.000 display.py:15(Audio)
        1    0.000    0.000    0.000    0.000 typing.py:2001(re)
        1    0.000    0.000    0.000    0.000 convert.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:168(Always)
        1    0.000    0.000    0.000    0.000 sql.py:1553(SQLiteDatabase)
        1    0.000    0.000    0.000    0.000 mathtext.py:2596(State)
        1    0.000    0.000    0.000    0.000 names.py:499(AnonymousParamName)
        1    0.000    0.000    0.000    0.000 pytables.py:381(PyTablesExprVisitor)
        1    0.000    0.000    0.000    0.000 minicompat.py:50(NodeList)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(<module>)
        1    0.000    0.000    0.000    0.000 isolate.py:9(<module>)
        1    0.000    0.000    0.000    0.000 planarity.py:167(ConflictPair)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2020(__invert__)
        1    0.000    0.000    0.000    0.000 minicompat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 interaction.py:396(factory)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1622(exponpow_gen)
        1    0.000    0.000    0.000    0.000 log.py:14(Log)
        1    0.000    0.000    0.000    0.000 attrsettr.py:2(<module>)
        1    0.000    0.000    0.000    0.000 names.py:374(ParamNameInterface)
        1    0.000    0.000    0.000    0.000 iterable.py:519(FakeDict)
        1    0.000    0.000    0.000    0.000 interpolate.py:1335(BPoly)
        1    0.000    0.000    0.000    0.000 cProfile.py:27(Profile)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:12(_OpenpyxlWriter)
        1    0.000    0.000    0.000    0.000 tz.py:1167(_tzicalvtz)
        1    0.000    0.000    0.000    0.000 _trustregion.py:14(BaseQuadraticSubproblem)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 voronoi.py:9(<module>)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:3466(rv_sample)
        3    0.000    0.000    0.000    0.000 blas.py:399(get_blas_funcs)
        2    0.000    0.000    0.000    0.000 parsers.py:529(_make_parser_function)
        1    0.000    0.000    0.000    0.000 traitlets.py:305(directional_link)
        4    0.000    0.000    0.000    0.000 rrule.py:79(_invalidates_cache)
        1    0.000    0.000    0.000    0.000 threading.py:573(Barrier)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3094(gumbel_l_gen)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.000    0.000 patches.py:2684(_Base)
        1    0.000    0.000    0.000    0.000 widgets.py:653(TextBox)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3249(halfnorm_gen)
        1    0.000    0.000    0.000    0.000 ticker.py:1647(Locator)
        1    0.000    0.000    0.000    0.000 colors.py:1202(SymLogNorm)
        1    0.000    0.000    0.000    0.000 widget_description.py:13(DescriptionStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:206(UTC)
        1    0.000    0.000    0.000    0.000 base.py:132(_OrList)
        1    0.000    0.000    0.000    0.000 stdlib.py:256(ReversedObject)
        1    0.000    0.000    0.000    0.000 miscplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3337(__init__)
        1    0.000    0.000    0.000    0.000 traceback.py:318(StackSummary)
        3    0.000    0.000    0.000    0.000 __init__.py:498(PYFUNCTYPE)
        1    0.000    0.000    0.000    0.000 prefix.py:9(PrefixPart)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1315(dweibull_gen)
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 iterable.py:314(SequenceLiteralValue)
        8    0.000    0.000    0.001    0.000 rcsetup.py:298(validate_color_or_inherit)
        1    0.000    0.000    0.000    0.000 _exceptions.py:143(_ArrayMemoryError)
        3    0.000    0.000    0.000    0.000 __init__.py:499(CFunctionType)
       16    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 scanner.py:5(_import_c_make_scanner)
        1    0.000    0.000    0.000    0.000 legend_handler.py:551(__init__)
        1    0.000    0.000    0.000    0.000 toolbars.py:70(SystemToolbar)
        1    0.000    0.000    0.000    0.000 klass.py:134(ClassMixin)
        1    0.000    0.000    0.000    0.000 subprocess.py:1759(_try_wait)
        3    0.000    0.000    0.000    0.000 value.py:29(__call__)
        1    0.000    0.000    0.000    0.000 polar.py:392(RadialLocator)
        1    0.000    0.000    0.000    0.000 lock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1302(dirichlet_gen)
        1    0.000    0.000    0.000    0.000 synchronize.py:114(_make_name)
        1    0.000    0.000    0.000    0.000 unix_events.py:572(_UnixWritePipeTransport)
        1    0.000    0.000    0.000    0.000 __init__.py:858(__init__)
        8    0.000    0.000    0.000    0.000 pyparsing.py:4783(<genexpr>)
        1    0.000    0.000    0.000    0.000 dialogs.py:26(Dialog)
        1    0.000    0.000    0.000    0.000 _policybase.py:271(Compat32)
        1    0.000    0.000    0.000    0.000 mapped_queue.py:15(<module>)
        1    0.000    0.000    0.000    0.000 expanding.py:252(ExpandingGroupby)
        4    0.000    0.000    0.000    0.000 rcsetup.py:510(validate_ps_distiller)
        1    0.000    0.000    0.000    0.000 widget_int.py:146(SliderStyle)
        1    0.000    0.000    0.000    0.000 backgroundjobs.py:357(BackgroundJobBase)
        1    0.000    0.000    0.000    0.000 rolling.py:2095(RollingGroupby)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        1    0.000    0.000    0.000    0.000 datetimelike.py:212(DatelikeOps)
        2    0.000    0.000    0.000    0.000 sortedlist.py:235(clear)
        1    0.000    0.000    0.000    0.000 ops.py:175(Constant)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3455(invgauss_gen)
        3    0.000    0.000    0.000    0.000 _decorators.py:221(rewrite_axis_style_signature)
        1    0.000    0.000    0.000    0.000 boolean.py:37(BooleanDtype)
        1    0.000    0.000    0.000    0.000 __init__.py:436(LibraryLoader)
        1    0.000    0.000    0.000    0.000 session.py:107(new_id)
        1    0.000    0.000    0.000    0.000 base.py:572(ShallowMixin)
        1    0.000    0.000    0.000    0.000 release.py:119(get_revision)
        1    0.000    0.000    0.000    0.000 expr.py:710(PandasExprVisitor)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1257(dgamma_gen)
        2    0.000    0.000    0.000    0.000 os.py:1073(__subclasshook__)
        1    0.000    0.000    0.000    0.000 rk.py:277(RK45)
        1    0.000    0.000    0.000    0.000 widgets.py:62(Widget)
        1    0.000    0.000    0.000    0.000 inputtransformer2.py:415(HelpEnd)
        3    0.000    0.000    0.000    0.000 <decorator-gen-1>:1(_held_figure)
        1    0.000    0.000    0.000    0.000 canonical_constraint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pydoc.py:429(HTMLRepr)
        1    0.000    0.000    0.000    0.000 centrality.py:7(<module>)
        1    0.000    0.000    0.000    0.000 processors.py:337(HighlightMatchingBracketProcessor)
        1    0.000    0.000    0.000    0.000 pygments.py:15(PygmentsTokens)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1783(f_gen)
        1    0.000    0.000    0.000    0.000 planarity.py:201(LRPlanarity)
        1    0.000    0.000    0.000    0.000 pathlib.py:479(__init__)
        2    0.000    0.000    0.000    0.000 tracker.py:39(__init__)
        2    0.000    0.000    0.000    0.000 encoding.py:38(getdefaultencoding)
        1    0.000    0.000    0.000    0.000 widget.py:177(CallbackDispatcher)
        1    0.000    0.000    0.000    0.000 negative.py:58(nb_neg_tree_arcs)
        1    0.000    0.000    0.002    0.002 __init__.py:140(__getattr__)
        1    0.000    0.000    0.000    0.000 six.py:477(Module_six_moves_urllib)
        8    0.000    0.000    0.000    0.000 coloransi.py:158(add_scheme)
        1    0.000    0.000    0.003    0.003 artist.py:1343(get_setters)
        1    0.000    0.000    0.000    0.000 prompt.py:200(CompleteStyle)
        2    0.000    0.000    0.000    0.000 _version.py:4(<module>)
        1    0.000    0.000    0.000    0.000 cmd.py:52(Cmd)
        1    0.000    0.000    0.000    0.000 value.py:51(BaseValueSet)
        1    0.000    0.000    0.000    0.000 widget_int.py:172(ProgressStyle)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        1    0.000    0.000    0.000    0.000 error.py:149(ZMQVersionError)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 __init__.py:3985(Image)
        1    0.000    0.000    0.000    0.000 pytables.py:5005(Selection)
        1    0.000    0.000    0.000    0.000 reportviews.py:206(NodeDataView)
        1    0.000    0.000    0.000    0.000 base.py:111(_AndList)
        1    0.000    0.000    0.000    0.000 base.py:200(ThreadedCompleter)
        1    0.000    0.000    0.000    0.000 graphml.py:706(GraphMLReader)
        1    0.000    0.000    0.000    0.000 colors.py:370(ColorConverter)
        1    0.000    0.000    0.000    0.000 __init__.py:2236(Tk)
        1    0.000    0.000    0.000    0.000 _multivariate.py:265(multivariate_normal_gen)
        1    0.000    0.000    0.000    0.000 __init__.py:1996(_OrderedSet)
        1    0.000    0.000    0.000    0.000 ego.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inputtransformer2.py:518(TransformerManager)
        1    0.000    0.000    0.001    0.001 request.py:941(AbstractBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 base.py:83(__missing__)
        1    0.000    0.000    0.000    0.000 events.py:99(TimerHandle)
        1    0.000    0.000    0.000    0.000 polar.py:347(ThetaAxis)
        1    0.000    0.000    0.000    0.000 widget_string.py:50(Label)
        1    0.000    0.000    0.000    0.000 base.py:140(DummyStyle)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5713(t_gen)
        1    0.000    0.000    0.000    0.000 minimize_trustregion_constr.py:39(LagrangianHessian)
        1    0.000    0.000    0.000    0.000 diff.py:517(_NodesTreeNode)
        1    0.000    0.000    0.000    0.000 art3d.py:337(Patch3D)
        1    0.000    0.000    0.000    0.000 parse.py:353(_fix_result_transcoding)
        2    0.000    0.000    0.000    0.000 contextlib.py:381(_exit_wrapper)
        1    0.000    0.000    0.000    0.000 sorteddict.py:694(SortedItemsView)
        1    0.000    0.000    0.000    0.000 animation.py:170(AbstractMovieWriter)
        1    0.000    0.000    0.000    0.000 names.py:267(TreeNameDefinition)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1668(DraggableBase)
        1    0.000    0.000    0.000    0.000 config.py:83(_get_single_key)
        1    0.000    0.000    0.000    0.000 __init__.py:592(get_configdir)
        1    0.000    0.000    0.000    0.000 dense.py:2(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:410(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 arpack.py:985(IterOpInv)
        1    0.000    0.000    0.000    0.000 history.py:187(FileHistory)
        1    0.000    0.000    0.000    0.000 <decorator-gen-663>:1(_open_file)
        1    0.000    0.000    0.000    0.000 kdtree.py:253(node)
        1    0.000    0.000    0.000    0.000 dates.py:1048(DateLocator)
        7    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 records.py:234(record)
        1    0.000    0.000    0.000    0.000 <decorator-gen-90>:1(<module>)
        1    0.000    0.000    0.000    0.000 names.py:26(AbstractNameDefinition)
        1    0.000    0.000    0.000    0.000 controls.py:911(SearchBufferControl)
        1    0.000    0.000    0.000    0.000 selection.py:13(SelectionType)
        1    0.000    0.000    0.000    0.000 subprocess.py:907(__exit__)
        1    0.000    0.000    0.000    0.000 minidom.py:1342(Entity)
        8    0.000    0.000    0.000    0.000 getlimits.py:92(_register_type)
        1    0.000    0.000    0.000    0.000 getlimits.py:444(iinfo)
        3    0.000    0.000    0.000    0.000 ufunclike.py:60(_fix_and_maybe_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 subprocess.py:1457(_get_handles)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:255(WriteSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 streams.py:135(FlowControlMixin)
        1    0.000    0.000    0.000    0.000 __init__.py:3240(_initialize)
        2    0.000    0.000    0.001    0.000 __init__.py:872(copy)
        1    0.000    0.000    0.000    0.000 margins.py:29(Margin)
        3    0.000    0.000    0.000    0.000 stdlib.py:699(_create_string_input_function)
        1    0.000    0.000    0.000    0.000 arpack.py:275(ArpackError)
        1    0.000    0.000    0.000    0.000 widget_selection.py:469(RadioButtons)
        1    0.000    0.000    0.000    0.000 handlers.py:191(TimedRotatingFileHandler)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(concatenate)
        1    0.000    0.000    0.000    0.000 triplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pretty.py:177(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 widget_selectioncontainer.py:78(Tab)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4651(logistic_gen)
        1    0.000    0.000    0.000    0.000 gzip.py:393(_GzipReader)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6797(Japanese)
        1    0.000    0.000    0.000    0.000 interface.py:550(_AdjointLinearOperator)
        1    0.000    0.000    0.000    0.000 string_.py:86(StringArray)
        1    0.000    0.000    0.000    0.000 palettes.py:56(<dictcomp>)
        1    0.000    0.000    0.000    0.000 config.py:182(__init__)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2819(erlang_gen)
        1    0.000    0.000    0.000    0.000 unix_events.py:47(_UnixSelectorEventLoop)
        1    0.000    0.000    0.000    0.000 tempfile.py:283(__next__)
        1    0.000    0.000    0.000    0.000 adapter.py:223(V4toV5)
        1    0.000    0.000    0.000    0.000 classes.py:597(Completion)
        2    0.000    0.000    0.000    0.000 data_structure.py:38(number_of_nodes)
        1    0.000    0.000    0.000    0.000 negative.py:50(nb_neg_arcs)
        2    0.000    0.000    0.000    0.000 __init__.py:10(__init__)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2946(genhalflogistic_gen)
        1    0.000    0.000    0.000    0.000 __init__.py:2135(NullHandler)
        1    0.000    0.000    0.000    0.000 pathlib.py:284(_PosixFlavour)
        2    0.000    0.000    0.000    0.000 axis.py:684(__init__)
        1    0.000    0.000    0.000    0.000 contextlib.py:244(asynccontextmanager)
        1    0.000    0.000    0.000    0.000 decoder.py:10(_import_c_scanstring)
        1    0.000    0.000    0.000    0.000 pathlib.py:135(<setcomp>)
        1    0.000    0.000    0.000    0.000 relational.py:681(_LinePlotter)
        1    0.000    0.000    0.000    0.000 __init__.py:887(createLock)
        1    0.000    0.000    0.000    0.000 format.py:1446(Datetime64Formatter)
        1    0.000    0.000    0.000    0.000 _strptime.py:80(__calc_weekday)
        1    0.000    0.000    0.000    0.000 klass.py:57(ClassName)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:866(_BackendTk)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1363(MouseButton)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2303(genlogistic_gen)
        1    0.000    0.000    0.000    0.000 _ode.py:772(IntegratorBase)
        1    0.000    0.000    0.000    0.000 __init__.py:1679(MemoizedZipManifests)
        6    0.000    0.000    0.000    0.000 base_value.py:454(iterator_to_value_set)
        1    0.000    0.000    0.000    0.000 pickleshare.py:69(PickleShareDB)
        3    0.000    0.000    0.000    0.000 widget_int.py:50(_bounded_int_doc)
        1    0.000    0.000    0.000    0.000 accessors.py:191(TimedeltaProperties)
        8    0.000    0.000    0.000    0.000 __init__.py:2113(type_name)
        1    0.000    0.000    0.000    0.000 minidom.py:34(Node)
        6    0.000    0.000    0.000    0.000 pyparsing.py:506(haskeys)
        1    0.000    0.000    0.000    0.000 animation.py:1396(TimedAnimation)
        1    0.000    0.000    0.000    0.000 _decorators.py:301(Appender)
       16    0.000    0.000    0.000    0.000 strings.py:2017(copy)
        1    0.000    0.000    0.000    0.000 matrix.py:779(ClusterGrid)
        1    0.000    0.000    0.000    0.000 __init__.py:318(CDLL)
        3    0.000    0.000    0.000    0.000 datetime.py:2199(_create)
        1    0.000    0.000    0.000    0.000 offsets.py:2053(FY5253)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2835(__init__)
        1    0.000    0.000    0.000    0.000 relational.py:870(_ScatterPlotter)
        1    0.000    0.000    0.000    0.000 gen.py:285(WaitIterator)
        1    0.000    0.000    0.000    0.000 minidom.py:925(Childless)
        1    0.000    0.000    0.000    0.000 core.py:1321(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 mlab.py:1389(GaussianKDE)
        1    0.000    0.000    0.000    0.000 string_.py:22(StringDtype)
        1    0.000    0.000    0.000    0.000 contextlib.py:71(__call__)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:3001(DistInfoDistribution)
        1    0.000    0.000    0.000    0.000 dep_util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 array.py:1455(_add_unary_ops)
        1    0.000    0.000    0.000    0.000 pairs.py:2(<module>)
        1    0.000    0.000    0.000    0.000 strtypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 menus.py:268(CompletionsMenu)
        1    0.000    0.000    0.000    0.000 __init__.py:1261(__init__)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1482(exponnorm_gen)
        1    0.000    0.000    0.000    0.000 csv.py:23(Dialect)
        1    0.000    0.000    0.000    0.000 asyncio.py:208(AsyncIOMainLoop)
        1    0.000    0.000    0.000    0.000 base.py:28(__or__)
        1    0.000    0.000    0.000    0.000 ssl.py:168(_TLSContentType)
        1    0.000    0.000    0.000    0.000 widget_string.py:43(HTMLMath)
        1    0.000    0.000    0.000    0.000 sasreader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 util.py:231(Configurable)
        1    0.000    0.000    0.000    0.000 _tqdm_pandas.py:1(<module>)
        1    0.000    0.000    0.000    0.000 focus.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:286(<listcomp>)
        4    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
       16    0.000    0.000    0.000    0.000 __init__.py:2111(<genexpr>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:653(DrawingArea)
        1    0.000    0.000    0.000    0.000 formatters.py:383(Rainbow)
        1    0.000    0.000    0.000    0.000 gen.py:691(Runner)
        1    0.000    0.000    0.000    0.000 difflib.py:1696(HtmlDiff)
        1    0.000    0.000    0.000    0.000 locks.py:161(Event)
        1    0.000    0.000    0.000    0.000 palette.py:66(mpl_colors)
        4    0.000    0.000    0.000    0.000 _compatibility.py:54(utf8_repr)
        8    0.000    0.000    0.000    0.000 heaps.py:143(func)
        1    0.000    0.000    0.000    0.000 minidom.py:1066(Text)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3041(gumbel_r_gen)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3256(ParseExpression)
        1    0.000    0.000    0.000    0.000 processors.py:65(Processor)
        1    0.000    0.000    0.000    0.000 webbrowser.py:404(Grail)
        1    0.000    0.000    0.000    0.000 builtin_trap.py:20(BuiltinTrap)
        1    0.000    0.000    0.000    0.000 specifiers.py:589(SpecifierSet)
        1    0.000    0.000    0.000    0.000 _testing.py:2141(optional_args)
        4    0.000    0.000    0.000    0.000 config.py:226(__init__)
        1    0.000    0.000    0.000    0.000 matfuncs.py:176(MatrixPowerOperator)
        1    0.000    0.000    0.000    0.000 temporalisomorphvf2.py:139(TimeRespectingDiGraphMatcher)
        2    0.000    0.000    0.000    0.000 core.py:6541(__init__)
        1    0.000    0.000    0.000    0.000 iterable.py:423(DictLiteralValue)
