         2462365 function calls (2435072 primitive calls) in 2.872 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 raw_json.py:4(RawJSON)
        1    0.000    0.000    0.000    0.000 model.py:239(FunctionPtrType)
        1    0.000    0.000    0.000    0.000 <decorator-gen-329>:1(<module>)
        1    0.000    0.000    0.000    0.000 mathtext.py:1904(Fil)
        1    0.000    0.000    0.000    0.000 <decorator-gen-515>:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 <decorator-gen-246>:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:147(ProxyTypingValue)
        1    0.000    0.000    0.000    0.000 file_io.py:60(FileIOFolderMixin)
        1    0.000    0.000    0.000    0.000 scale.py:246(Log2Transform)
        1    0.000    0.000    0.000    0.000 fitpack2.py:636(LSQUnivariateSpline)
        1    0.000    0.000    0.000    0.000 misc.py:11(LinAlgWarning)
        1    0.000    0.000    0.000    0.000 core.py:828(_DomainTan)
        1    0.000    0.000    0.000    0.000 reportviews.py:738(InEdgeDataView)
        1    0.000    0.000    0.000    0.000 parser.py:41(InternalParseError)
        1    0.000    0.000    0.000    0.000 test.py:4(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:212(_Section)
        1    0.000    0.000    0.000    0.000 typing.py:1613(NamedTupleMeta)
        1    0.000    0.000    0.000    0.000 <decorator-gen-212>:1(<module>)
        1    0.000    0.000    0.000    0.000 traitlets.py:2017(Bytes)
        1    0.000    0.000    0.000    0.000 <decorator-gen-133>:1(<module>)
        1    0.000    0.000    0.000    0.000 normalizer.py:6(_NormalizerMeta)
        1    0.000    0.000    0.000    0.000 tree.py:100(PythonMixin)
        1    0.000    0.000    0.000    0.000 six.py:438(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 <decorator-gen-353>:1(<module>)
        1    0.000    0.000    0.000    0.000 sf_error.py:5(SpecialFunctionWarning)
        1    0.000    0.000    0.000    0.000 errors.py:371(IndentationRule)
        1    0.000    0.000    0.000    0.000 <decorator-gen-191>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-756>:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 <decorator-gen-197>:1(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2545(CloseMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4299(Dict)
        1    0.000    0.000    0.000    0.000 fitpack2.py:1072(LSQBivariateSpline)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5237(Suppress)
        1    0.000    0.000    0.000    0.000 pyparsing.py:482(RecursiveGrammarException)
        1    0.000    0.000    0.000    0.000 <decorator-gen-380>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-254>:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:84(UnpicklingError)
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        1    0.000    0.000    0.000    0.000 <decorator-gen-765>:1(<module>)
        1    0.000    0.000    0.000    0.000 interpreter.py:17(NamespaceObject)
        1    0.000    0.000    0.000    0.000 <decorator-gen-418>:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:16(SparseWarning)
        1    0.000    0.000    0.000    0.000 <decorator-gen-165>:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'issubset' of 'set' objects}
        1    0.000    0.000    0.000    0.000 signature.py:7(_SignatureMixin)
        1    0.000    0.000    0.000    0.000 traitlets.py:1708(ForwardDeclaredMixin)
        1    0.000    0.000    0.000    0.000 <decorator-gen-327>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-335>:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:35(UserMagics)
        1    0.000    0.000    0.000    0.000 type_var.py:7(TypeVarClass)
        1    0.000    0.000    0.000    0.000 <decorator-gen-200>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-168>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-774>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-709>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-217>:1(<module>)
        1    0.000    0.000    0.000    0.000 reportviews.py:456(OutDegreeView)
        1    0.000    0.000    0.000    0.000 stdlib.py:522(PartialSignature)
        1    0.000    0.000    0.000    0.000 normalizer.py:113(NormalizerConfig)
        1    0.000    0.000    0.000    0.000 request.py:1644(DataHandler)
        1    0.000    0.000    0.000    0.000 base.py:149(InvalidIndexError)
        1    0.000    0.000    0.000    0.000 <decorator-gen-95>:1(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:953(_AppendAction)
        1    0.000    0.000    0.000    0.000 <decorator-gen-790>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-50>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-726>:1(<module>)
        1    0.000    0.000    0.000    0.000 vf2userfunc.py:197(MultiDiGraphMatcher)
        1    0.000    0.000    0.000    0.000 <decorator-gen-101>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-362>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-73>:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:846(_DomainSafeDivide)
        1    0.000    0.000    0.000    0.000 <decorator-gen-821>:1(<module>)
        1    0.000    0.000    0.000    0.000 pep8.py:108(ImplicitNode)
        1    0.000    0.000    0.000    0.000 display.py:732(Markdown)
        1    0.000    0.000    0.000    0.000 _constraints.py:104(LinearConstraint)
        1    0.000    0.000    0.000    0.000 <decorator-gen-61>:1(<module>)
        1    0.000    0.000    0.000    0.000 tree.py:305(_StringComparisonMixin)
        1    0.000    0.000    0.000    0.000 <decorator-gen-183>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-741>:1(<module>)
        1    0.000    0.000    0.000    0.000 function.py:387(AnonymousFunctionExecution)
        1    0.000    0.000    0.000    0.000 hierarchy.py:150(ClusterWarning)
        1    0.000    0.000    0.000    0.000 _trustregion_ncg.py:44(CGSteihaugSubproblem)
        1    0.000    0.000    0.000    0.000 lazy_value.py:18(LazyKnownValue)
        1    0.000    0.000    0.000    0.000 stata.py:483(ValueLabelTypeMismatch)
        1    0.000    0.000    0.000    0.000 <decorator-gen-349>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-239>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-52>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-67>:1(<module>)
        1    0.000    0.000    0.000    0.000 context.py:285(ForkServerProcess)
        1    0.000    0.000    0.000    0.000 <decorator-gen-13>:1(<module>)
        1    0.000    0.000    0.000    0.000 recursion.py:53(RecursionDetector)
        1    0.000    0.000    0.000    0.000 validation.py:153(DummyValidator)
        1    0.000    0.000    0.000    0.000 <decorator-gen-733>:1(<module>)
        1    0.000    0.000    0.000    0.000 case.py:157(_BaseTestCaseContext)
        1    0.000    0.000    0.000    0.000 core.py:867(_DomainGreater)
        1    0.000    0.000    0.000    0.000 typing.py:38(TypingModuleName)
        1    0.000    0.000    0.000    0.000 request.py:1418(UnknownHandler)
        1    0.000    0.000    0.000    0.000 model.py:85(VoidType)
        1    0.000    0.000    0.000    0.000 <decorator-gen-203>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-215>:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:324(_automodule)
        1    0.000    0.000    0.000    0.000 application.py:96(ApplicationError)
        1    0.000    0.000    0.000    0.000 std.py:85(<listcomp>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-58>:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:475(_Selector)
        2    0.000    0.000    0.000    0.000 pretty.py:563(_set_pprinter_factory)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:96(_Bunch)
        1    0.000    0.000    0.000    0.000 <decorator-gen-132>:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:3538(BracketAB)
        1    0.000    0.000    0.000    0.000 report.py:51(IPReport)
        1    0.000    0.000    0.000    0.000 pep8.py:703(PEP8NormalizerConfig)
        1    0.000    0.000    0.000    0.000 offsets.py:1912(BQuarterBegin)
        1    0.000    0.000    0.000    0.000 <decorator-gen-357>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-238>:1(<module>)
        1    0.000    0.000    0.000    0.000 traitlets.py:936(DefaultHandler)
        1    0.000    0.000    0.000    0.000 <decorator-gen-122>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-176>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-240>:1(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3160(LineEnd)
        1    0.000    0.000    0.000    0.000 <decorator-gen-769>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-376>:1(<module>)
        1    0.000    0.000    0.000    0.000 mathtext.py:1939(HCentered)
        1    0.000    0.000    0.000    0.000 <decorator-gen-429>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-309>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-283>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-205>:1(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:379(_ExpectIndentedBlock)
        1    0.000    0.000    0.000    0.000 <decorator-gen-788>:1(<module>)
        1    0.000    0.000    0.000    0.000 stdlib.py:799(get_metaclass_filters)
        1    0.000    0.000    0.000    0.000 errors.py:471(_NameChecks)
        1    0.000    0.000    0.000    0.000 <decorator-gen-705>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-409>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-296>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-229>:1(<module>)
        2    0.000    0.000    0.000    0.000 subprocess.py:1724(_internal_poll)
        1    0.000    0.000    0.000    0.000 <decorator-gen-417>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-396>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-291>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-131>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-31>:1(<module>)
        1    0.000    0.000    0.000    0.000 magic_arguments.py:193(magic_arguments)
        1    0.000    0.000    0.000    0.000 <decorator-gen-293>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-776>:1(<module>)
        1    0.000    0.000    0.000    0.000 filters.py:233(MergedFilter)
        1    0.000    0.000    0.000    0.000 backend_tools.py:430(ToolEnableNavigation)
        1    0.000    0.000    0.000    0.000 ticker.py:1071(LogFormatterExponent)
        1    0.000    0.000    0.000    0.000 <decorator-gen-315>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-59>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-68>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-196>:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:456(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 <decorator-gen-804>:1(<module>)
        1    0.000    0.000    0.000    0.000 arguments.py:133(_AbstractArgumentsMixin)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:250(RandomDisplacement)
        1    0.000    0.000    0.000    0.000 <decorator-gen-706>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-206>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-232>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-337>:1(<module>)
        1    0.000    0.000    0.000    0.000 _constraints.py:142(Bounds)
        1    0.000    0.000    0.000    0.000 optimize.py:2988(_Brute_Wrapper)
        1    0.000    0.000    0.000    0.000 six.py:324(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 excolors.py:170(__init__)
        1    0.000    0.000    0.000    0.000 geo.py:287(InvertedAitoffTransform)
        1    0.000    0.000    0.000    0.000 six.py:366(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 <decorator-gen-826>:1(<module>)
        1    0.000    0.000    0.000    0.000 _ode.py:757(IntegratorConcurrencyError)
        1    0.000    0.000    0.000    0.000 argparse.py:708(MetavarTypeHelpFormatter)
        1    0.000    0.000    0.000    0.000 <decorator-gen-778>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-413>:1(<module>)
        1    0.000    0.000    0.000    0.000 lexer.py:262(combined)
        1    0.000    0.000    0.000    0.000 geo.py:329(InvertedHammerTransform)
        1    0.000    0.000    0.000    0.000 <decorator-gen-344>:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:492(CommandLineConfigLoader)
        1    0.000    0.000    0.000    0.000 <decorator-gen-301>:1(<module>)
        1    0.000    0.000    0.000    0.000 reportviews.py:827(MultiEdgeDataView)
        1    0.000    0.000    0.000    0.000 geo.py:356(MollweideTransform)
        1    0.000    0.000    0.000    0.000 <decorator-gen-307>:1(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3097(_PositionToken)
        1    0.000    0.000    0.000    0.000 base.py:282(_GenericInstanceWrapper)
        1    0.000    0.000    0.000    0.000 <decorator-gen-704>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-278>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-280>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-267>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-177>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-764>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-340>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-244>:1(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:306(RecursiveGrammarException)
        1    0.000    0.000    0.000    0.000 pep8.py:54(BracketNode)
        1    0.000    0.000    0.000    0.000 <decorator-gen-125>:1(<module>)
        1    0.000    0.000    0.000    0.000 geo.py:311(HammerTransform)
        1    0.000    0.000    0.000    0.000 rk.py:552(Dop853DenseOutput)
        1    0.000    0.000    0.000    0.000 <decorator-gen-174>:1(<module>)
        1    0.000    0.000    0.000    0.000 cache.py:87(_NodeCacheItem)
        1    0.000    0.000    0.000    0.000 <decorator-gen-734>:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:3421(CurveFilledB)
        1    0.000    0.000    0.000    0.000 <decorator-gen-126>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-221>:1(<module>)
